record_id,latitude,longitude,elevation_m,road_slope_percent,topographic_wetness_index,distance_to_lowest_point_m,distance_to_nearest_drain_m,underpass,historical_waterlogging_count,known_waterlogging_hotspot,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_intensity_mm_hr,waterlogging,waterlogging_severity
GWL_0204,28.47092,77.01599,213.9,2.18,9.46,718.3,144.9,0,14,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0205,28.47298,77.01735,213.7,3.27,9.14,697.2,141.4,0,14,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0206,28.47263,77.0174,214.1,2.81,9.16,701.7,142.1,0,14,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0207,28.47052,77.01688,213.8,3.42,9.62,705.9,134.0,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0208,28.47259,77.01757,213.9,2.2,9.7,688.5,145.1,0,14,1,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0209,28.4712,77.01524,213.8,0.42,9.01,678.4,158.9,0,14,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0210,28.47165,77.0177,213.8,1.23,9.49,690.6,133.2,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0211,28.47192,77.01545,214.0,2.35,9.05,692.5,153.4,0,14,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0212,28.47138,77.01497,214.3,0.39,9.48,754.8,137.2,0,14,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0213,28.47043,77.01516,213.7,0.53,9.71,667.0,145.3,0,14,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0214,28.47299,77.01724,214.0,1.21,9.52,711.1,142.8,0,14,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0215,28.47039,77.01746,213.9,0.84,9.31,698.1,154.8,0,14,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0216,28.4722,77.01711,213.5,1.57,9.58,648.3,137.8,0,14,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0217,28.47228,77.01521,213.9,0.91,8.95,691.1,159.3,0,14,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0218,28.4724,77.01768,213.9,0.56,9.49,699.7,155.3,0,14,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0219,28.47029,77.01626,213.6,1.27,9.8,675.0,141.3,0,14,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0220,28.47118,77.01618,214.1,3.14,9.82,730.0,139.5,0,14,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0221,28.46976,77.04481,215.3,2.97,8.42,836.6,313.8,0,9,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0222,28.46961,77.04548,215.8,2.3,8.79,845.7,315.6,0,9,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0223,28.46815,77.04571,215.5,2.44,8.34,820.9,321.5,0,9,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0224,28.46792,77.04371,215.1,3.36,9.2,797.6,308.9,0,9,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0225,28.46875,77.04582,215.6,0.81,8.43,829.9,319.8,0,9,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0226,28.46999,77.0443,215.1,0.47,9.43,795.3,323.1,0,9,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0227,28.46957,77.04465,215.3,0.6,9.0,831.5,319.3,0,9,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0228,28.46929,77.04363,215.9,2.84,8.43,890.7,318.1,0,9,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0229,28.46945,77.04574,215.7,2.37,8.35,848.0,327.8,0,9,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0230,28.46837,77.04462,215.4,1.65,8.95,846.7,307.2,0,9,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0231,28.46806,77.04409,215.8,2.33,8.47,875.6,325.8,0,9,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0232,28.47024,77.04626,215.3,2.69,8.84,834.2,321.9,0,9,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0233,28.47003,77.04547,215.2,2.0,9.4,829.5,301.3,0,9,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0234,28.46819,77.0439,215.7,2.9,8.43,854.7,325.2,0,9,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0235,28.4699,77.04513,215.6,1.88,8.56,848.6,320.7,0,9,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0236,28.47032,77.04541,215.7,0.73,8.68,834.9,307.4,0,9,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0237,28.46988,77.04648,215.2,1.52,9.22,800.2,316.7,0,9,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0238,28.4699,77.04535,215.3,1.37,9.16,822.7,300.2,0,9,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0239,28.46998,77.04361,215.7,0.87,9.18,849.2,309.8,0,9,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0240,28.46815,77.04442,215.8,3.49,8.55,860.9,321.7,0,9,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0241,28.46216,77.04138,214.5,1.56,9.4,732.6,188.6,0,13,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0242,28.46057,77.04198,214.3,2.14,9.26,741.2,171.9,0,13,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0243,28.46124,77.04128,214.6,2.19,9.34,773.2,178.1,0,13,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0244,28.46198,77.04109,214.3,0.39,9.11,746.9,191.2,0,13,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0245,28.46187,77.04115,214.6,0.69,8.99,758.4,172.7,0,13,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0246,28.46016,77.04139,214.8,3.49,9.51,783.7,182.6,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0247,28.46141,77.04196,214.3,1.55,9.62,730.9,187.2,0,13,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0248,28.46126,77.04015,214.5,1.3,8.73,733.5,195.0,0,13,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0249,28.46032,77.04115,214.4,3.3,9.0,741.2,196.2,0,13,1,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0250,28.46203,77.04016,214.8,1.71,9.06,763.3,172.4,0,13,1,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0251,28.46168,77.04109,214.5,2.61,9.47,738.9,188.3,0,13,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0252,28.45991,77.04185,214.7,3.36,8.69,751.8,178.5,0,13,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0253,28.46029,77.04034,214.9,1.02,8.81,796.9,183.5,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0254,28.46183,77.0398,214.6,0.31,8.72,777.3,174.2,0,13,1,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0255,28.4611,77.04083,214.5,3.17,8.72,759.1,198.9,0,13,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0256,28.46118,77.04241,214.2,1.58,9.08,736.2,199.4,0,13,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0257,28.46027,77.04156,214.4,2.07,9.2,762.9,188.3,0,13,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0258,28.46055,77.03994,214.3,0.94,9.03,749.5,186.8,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0259,28.46107,77.03994,214.9,2.59,8.61,794.8,186.3,0,13,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0260,28.45975,77.04097,214.6,0.75,9.61,775.0,190.1,0,13,1,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0261,28.50199,77.06714,216.9,2.0,7.8,957.0,254.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0262,28.50198,77.06606,217.0,0.86,7.96,951.6,239.9,0,8,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0263,28.50287,77.06746,216.6,3.1,8.74,945.8,237.2,0,8,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0264,28.50195,77.06885,217.0,0.29,7.77,963.6,257.3,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0265,28.50222,77.06739,216.5,2.37,8.72,917.7,253.3,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0266,28.50349,77.06651,216.8,1.15,8.57,951.1,249.0,0,8,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0267,28.50299,77.06709,217.1,1.96,7.82,981.3,253.8,0,8,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0268,28.50155,77.06847,217.1,1.11,8.64,959.1,236.1,0,8,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0269,28.50115,77.06858,216.9,0.7,8.18,961.1,232.5,0,8,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0270,28.50325,77.06831,216.8,3.39,8.2,967.4,250.0,0,8,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0271,28.5025,77.0664,217.1,1.61,7.82,954.0,246.8,0,8,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0272,28.50218,77.06806,217.1,0.46,8.39,961.0,255.7,0,8,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0273,28.50306,77.06752,217.0,1.24,8.17,977.9,243.8,0,8,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0274,28.50167,77.06738,217.1,1.31,7.83,982.0,254.8,0,8,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0275,28.5009,77.06662,216.5,1.35,8.35,932.5,249.5,0,8,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0276,28.50246,77.06696,217.1,1.76,8.64,978.9,233.8,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0277,28.50263,77.06688,216.9,0.43,7.91,970.7,236.8,0,8,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0278,28.50311,77.06674,216.9,2.49,8.25,948.7,236.4,0,8,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0279,28.5007,77.06681,216.9,3.3,8.61,967.1,253.7,0,8,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0280,28.50259,77.06668,217.1,2.41,8.22,957.9,243.4,0,8,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0281,28.50768,77.05519,216.2,1.46,9.0,881.4,392.7,0,7,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0282,28.50643,77.05482,216.5,1.12,8.76,914.2,407.3,0,7,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0283,28.50856,77.05501,215.8,3.38,8.91,855.2,404.9,0,7,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0284,28.50714,77.05522,215.9,2.52,8.68,855.4,387.3,0,7,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0285,28.50634,77.05401,216.0,2.17,8.4,872.0,402.3,0,7,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0286,28.50644,77.05531,216.5,2.4,8.49,938.2,385.6,0,7,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0287,28.50654,77.05332,216.4,0.31,8.52,933.8,405.7,0,7,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0288,28.50786,77.05279,216.5,2.18,8.01,906.3,407.3,0,7,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0289,28.50831,77.05509,216.5,2.09,8.42,919.7,389.5,0,7,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0290,28.5076,77.05492,216.3,3.15,8.42,909.8,398.9,0,7,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0291,28.50808,77.05471,216.0,1.89,8.2,875.4,394.6,0,7,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0292,28.50826,77.05545,216.3,2.65,8.49,910.9,382.1,0,7,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0293,28.50706,77.05369,216.2,0.35,8.16,888.1,409.1,0,7,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0294,28.50729,77.05405,216.0,2.22,8.38,868.3,395.5,0,7,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0295,28.50632,77.05262,216.0,0.32,8.21,873.6,404.1,0,7,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0296,28.50802,77.05414,216.0,3.27,8.5,863.5,398.5,0,7,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0297,28.50664,77.05364,216.2,3.08,8.51,905.1,409.8,0,7,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0298,28.50669,77.05342,216.1,1.59,8.47,904.8,401.4,0,7,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0299,28.50812,77.05353,216.5,3.35,8.72,902.6,399.1,0,7,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0300,28.50645,77.05337,215.8,2.19,8.87,847.6,391.5,0,7,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0301,28.48327,77.01811,212.2,1.58,10.37,539.8,62.4,0,18,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0302,28.48296,77.01983,212.6,2.44,9.82,594.7,60.3,0,18,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0303,28.48381,77.01974,212.6,3.08,10.18,575.8,87.1,0,18,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0304,28.4821,77.0186,212.2,0.24,10.04,548.8,74.6,0,18,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0305,28.48227,77.01868,212.4,2.61,10.19,587.8,80.8,0,18,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0306,28.48319,77.01902,212.3,1.21,10.37,563.4,84.0,0,18,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0307,28.48437,77.01957,212.8,1.62,9.7,611.3,71.1,0,18,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0308,28.4837,77.01912,212.7,1.44,9.59,596.7,64.3,0,18,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0309,28.48236,77.01708,212.6,2.3,9.8,573.9,72.3,0,18,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0310,28.48372,77.01809,212.3,3.46,10.03,573.0,64.2,0,18,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0311,28.48336,77.01708,212.5,3.38,9.88,564.1,60.9,0,18,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0312,28.48306,77.01748,212.1,2.7,10.12,540.1,87.0,0,18,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0313,28.48225,77.01987,212.4,3.13,10.14,587.1,89.5,0,18,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0314,28.48307,77.01816,212.4,1.99,9.69,576.1,76.3,0,18,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0315,28.48419,77.0195,212.5,1.2,9.76,570.3,61.7,0,18,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0316,28.4848,77.01867,212.4,2.12,9.68,571.8,78.8,0,18,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0317,28.48488,77.01964,212.6,2.08,10.08,579.1,71.9,0,18,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0318,28.48202,77.01843,212.5,0.95,10.46,598.9,81.7,0,18,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0319,28.4835,77.01961,212.2,2.81,9.74,568.8,68.3,0,18,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0320,28.48453,77.01983,212.2,1.73,10.6,556.3,85.9,0,18,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0321,28.42837,77.01213,210.3,0.87,11.14,391.0,25.3,0,28,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0322,28.42808,77.01273,210.8,3.44,10.59,451.1,32.9,0,28,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0323,28.42832,77.01387,210.3,0.56,11.23,393.1,35.4,0,28,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0324,28.42928,77.01119,210.8,1.68,10.69,443.1,37.8,0,28,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0325,28.42666,77.01243,210.7,2.58,10.91,414.9,19.0,0,28,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0326,28.42768,77.01341,210.3,0.9,11.34,375.9,39.9,0,28,1,75.0,135.0,180.0,240.0,90.0,1,2
GWL_0327,28.42748,77.01104,210.7,2.95,10.96,415.2,32.6,0,28,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0328,28.42891,77.01298,210.7,2.99,10.83,413.0,24.6,0,28,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0329,28.42683,77.01222,210.4,0.42,10.69,388.4,34.2,0,28,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0330,28.42944,77.01122,210.9,1.92,10.44,429.6,25.0,0,28,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0331,28.42898,77.01312,210.1,0.44,10.86,370.3,17.0,0,28,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0332,28.42744,77.01341,210.8,1.54,11.09,430.9,24.3,0,28,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0333,28.42954,77.01281,210.4,2.34,10.46,419.5,25.1,0,28,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0334,28.42847,77.01122,210.6,1.0,10.97,433.9,34.1,0,28,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0335,28.42703,77.01333,210.3,1.84,10.66,380.9,28.9,0,28,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0336,28.42676,77.01325,210.4,0.2,10.85,385.9,18.3,0,28,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0337,28.42912,77.01101,210.3,2.64,10.7,379.6,20.8,0,28,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0338,28.42754,77.01337,210.8,1.63,11.09,433.1,38.9,0,28,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0339,28.42808,77.01216,210.6,2.52,10.26,407.7,31.4,0,28,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0340,28.42888,77.01385,210.7,1.18,10.33,440.8,29.3,0,28,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0341,28.47017,76.9925,208.4,1.71,11.35,228.7,111.1,0,20,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0342,28.46855,76.99347,208.8,0.9,11.64,266.9,126.4,0,20,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0343,28.46912,76.99189,208.2,2.35,11.96,209.6,119.3,0,20,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0344,28.46849,76.99314,208.3,3.14,11.47,220.2,101.7,0,20,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0345,28.46763,76.99255,208.3,2.96,11.19,220.7,110.1,0,20,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0346,28.46854,76.99248,208.4,1.95,11.74,214.4,113.9,0,20,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0347,28.47019,76.99256,208.6,1.23,11.83,261.9,115.6,0,20,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0348,28.47023,76.99138,208.1,2.74,12.07,193.3,108.0,0,20,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0349,28.46735,76.99188,208.7,1.91,11.37,254.4,100.0,0,20,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0350,28.4682,76.99294,208.9,3.0,10.96,292.4,123.5,0,20,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0351,28.46964,76.99237,208.4,1.2,11.21,223.1,107.4,0,20,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0352,28.46875,76.99324,208.5,0.39,12.06,260.2,123.6,0,20,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0353,28.47027,76.99263,208.9,0.45,11.31,265.5,105.9,0,20,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0354,28.46772,76.99287,208.7,2.11,11.17,271.9,119.1,0,20,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0355,28.46846,76.99302,208.3,1.34,12.1,217.1,114.1,0,20,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0356,28.46997,76.99312,208.1,0.69,11.27,213.7,113.4,0,20,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0357,28.4677,76.99387,208.5,1.0,11.6,249.7,102.3,0,20,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0358,28.46812,76.99342,208.5,2.0,11.53,224.3,105.0,0,20,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0359,28.46864,76.99163,208.1,2.98,12.24,220.2,125.6,0,20,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0360,28.46789,76.99385,208.9,2.55,11.92,279.3,107.8,0,20,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0361,28.38792,77.02927,209.8,0.83,11.37,369.3,148.3,0,17,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0362,28.39063,77.02967,209.1,1.77,11.58,283.4,139.2,0,17,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0363,28.3894,77.02971,209.4,0.24,10.75,313.3,147.8,0,17,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0364,28.38839,77.0293,209.2,1.26,11.67,311.2,122.9,0,17,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0365,28.38914,77.02939,209.1,1.15,11.26,310.3,149.8,0,17,1,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0366,28.38783,77.02968,209.3,1.5,11.53,327.2,148.5,0,17,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0367,28.39006,77.02815,209.5,1.38,11.36,317.1,125.7,0,17,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0368,28.39045,77.02771,209.4,0.93,10.78,300.4,125.3,0,17,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0369,28.39055,77.02914,209.3,2.11,11.3,320.9,128.5,0,17,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0370,28.39054,77.03008,209.3,2.78,11.26,310.4,126.1,0,17,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0371,28.38947,77.02796,209.3,3.02,10.99,293.3,122.1,0,17,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0372,28.38893,77.02983,209.7,1.3,11.31,355.3,139.6,0,17,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0373,28.38932,77.02825,209.3,0.32,10.91,321.1,120.0,0,17,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0374,28.38895,77.02897,209.0,3.41,11.13,277.2,129.1,0,17,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0375,28.38839,77.0274,209.6,3.39,10.88,342.5,142.3,0,17,1,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0376,28.39025,77.02867,209.2,1.27,11.53,314.7,125.4,0,17,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0377,28.39012,77.03035,209.6,1.5,11.25,342.4,122.4,0,17,1,75.0,135.0,180.0,240.0,90.0,1,1
GWL_0378,28.3882,77.02974,209.5,3.34,10.74,318.1,138.0,0,17,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0379,28.38859,77.02954,209.6,0.54,11.17,336.4,131.1,0,17,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0380,28.3905,77.02988,209.6,2.56,11.12,352.8,140.8,0,17,1,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0381,28.38519,77.01609,208.6,2.86,11.26,244.8,80.1,0,15,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0382,28.38594,77.01607,209.0,2.6,11.46,302.9,84.9,0,15,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0383,28.38414,77.01399,209.0,2.62,11.28,266.0,95.2,0,15,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0384,28.38303,77.01561,209.2,1.64,11.05,310.2,94.5,0,15,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0385,28.38316,77.01501,209.0,3.05,11.08,297.0,86.6,0,15,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0386,28.3856,77.01397,208.6,1.16,11.93,257.9,93.9,0,15,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0387,28.38472,77.016,209.1,0.24,11.53,275.6,86.5,0,15,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0388,28.38406,77.01536,208.7,2.62,11.42,242.2,93.5,0,15,1,62.0,118.0,155.0,185.0,75.0,1,1
GWL_0389,28.38506,77.0145,208.4,1.43,12.08,239.7,90.1,0,15,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0390,28.38426,77.01575,208.5,1.12,11.38,239.8,99.4,0,15,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0391,28.3832,77.01506,208.5,3.4,11.21,238.6,92.1,0,15,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0392,28.38511,77.01477,208.7,1.51,11.28,247.7,84.5,0,15,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0393,28.38381,77.01436,208.9,3.4,11.54,259.6,72.3,0,15,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0394,28.38585,77.01439,208.5,2.18,11.72,248.4,78.0,0,15,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0395,28.38305,77.0164,208.6,2.43,11.77,255.4,79.4,0,15,1,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0396,28.38381,77.01529,209.1,3.32,10.97,279.7,98.3,0,15,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0397,28.38521,77.01615,208.6,2.14,11.76,258.2,82.2,0,15,1,45.0,82.0,115.0,132.0,55.0,1,1
GWL_0398,28.38376,77.01485,209.2,1.52,11.66,289.5,90.2,0,15,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0399,28.38593,77.01381,208.4,1.63,11.23,243.9,97.4,0,15,1,50.0,92.0,120.0,145.0,60.0,1,1
GWL_0400,28.3843,77.01567,208.4,2.15,11.75,239.5,77.3,0,15,1,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0401,28.43274,77.10127,224.3,3.1,5.52,1566.0,417.5,0,5,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0402,28.43124,77.10181,224.3,0.41,5.24,1594.8,428.2,0,5,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0403,28.43262,77.10124,224.9,2.97,5.35,1649.4,438.0,0,5,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0404,28.43223,77.1016,224.6,2.65,5.4,1611.9,412.1,0,5,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0405,28.43171,77.10376,224.6,1.98,4.93,1605.7,436.9,0,5,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0406,28.4326,77.10336,224.5,2.28,4.95,1610.7,422.8,0,5,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0407,28.43193,77.10295,224.8,0.41,5.4,1619.7,423.3,0,5,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0408,28.43067,77.1019,224.5,0.39,5.19,1619.6,413.2,0,5,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0409,28.43289,77.10223,224.6,1.06,4.82,1597.4,412.1,0,5,0,32.0,58.0,74.0,89.0,40.0,0,0
