incident_id,latitude,longitude,location_name,sector,date,time,severity,depth_cm,duration_minutes,source,source_url,verified
INC_0141,28.52163,77.01053,Dwarka Expressway Sector 110,Sector 110,2020-08-19,09:00,1,5.8,55,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0142,28.52135,77.01071,Dwarka Expressway Sector 110,Sector 110,2024-08-11,16:20,1,12.4,56,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0143,28.521,77.01088,Dwarka Expressway Sector 110,Sector 110,2025-07-20,10:10,1,7.3,38,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0144,28.52209,77.01028,Dwarka Expressway Sector 110,Sector 110,2023-07-09,05:00,2,24.6,97,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0145,28.52072,77.01172,Dwarka Expressway Sector 110,Sector 110,2025-07-20,10:10,1,16.1,51,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0146,28.31528,77.0421,Sohna Road (Bhondsi Stretch),Sohna Road,2023-07-09,05:00,1,11.2,42,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0147,28.46003,76.98425,Pataudi Road (Kadipur Enclave),Sector 10,2021-09-01,06:30,1,17.9,75,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0148,28.4601,76.98562,Pataudi Road (Kadipur Enclave),Sector 10,2023-07-09,05:00,1,5.8,73,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0149,28.46102,76.98614,Pataudi Road (Kadipur Enclave),Sector 10,2021-09-01,06:30,1,6.1,69,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0150,28.46149,76.98475,Pataudi Road (Kadipur Enclave),Sector 10,2020-08-19,09:00,1,11.3,57,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0151,28.46246,76.98454,Pataudi Road (Kadipur Enclave),Sector 10,2021-09-01,06:30,1,18.7,80,MCG Flood Control Room & GMDA OneMap,https://onemapgurugram.gmda.gov.in/,1
INC_0152,28.4789,77.0815,Sahara Mall / Chakkarpur Road,Sector 28,2025-08-14,16:30,2,30.0,120,Citizen Field Report,user_observation,1
INC_0153,28.4765,77.079,Maruti Vihar & Housing Board,Sector 28,2025-08-14,16:30,2,35.0,150,Citizen Field Report,user_observation,1
INC_0154,28.4612,77.0821,Sushant Lok Police Station Stretch,Sector 43,2025-08-14,17:00,3,45.0,180,Citizen Field Report,user_observation,1
INC_0155,28.4895,77.0945,Nathupur Village Road,Sector 24,2025-08-14,17:15,4,60.0,240,Citizen Field Report,user_observation,1
INC_0156,28.4281,77.119,Ghata Village Stretch,Sector 55,2025-08-14,17:30,3,55.0,210,Citizen Field Report,user_observation,1
INC_0157,28.4593,77.0725,Millennium City Centre Metro Area,Sector 29,2025-08-14,16:00,3,50.0,200,Citizen Field Report,user_observation,1
INC_0158,28.4542,77.0745,Fortis Hospital Perimeter Road,Sector 44,2025-08-14,16:15,2,40.0,140,Citizen Field Report,user_observation,1
INC_0159,28.4811,77.0512,Sukhrali Village Market Stretch,Sector 17,2025-08-14,16:45,3,45.0,160,Citizen Field Report,user_observation,1
INC_0160,28.4735,77.045,Sector 14 Market Showrooms Frontage,Sector 14,2025-08-14,16:50,2,35.0,130,Citizen Field Report,user_observation,1
INC_0161,28.4632,77.0315,Sadar Bazar Market Lanes,Sector 11 / Sadar,2025-08-14,17:00,3,45.0,190,Citizen Field Report,user_observation,1
INC_0162,28.4856,77.0321,Sheetla Mata Mandir Road,Sector 5,2025-08-14,17:10,2,40.0,150,Citizen Field Report,user_observation,1
INC_0163,28.468,77.0805,Sushant Lok 1 (Blocks A & B),Sushant Lok 1,2025-08-14,17:20,2,40.0,180,Citizen Field Report,user_observation,1
INC_0164,28.4815,77.091,Sikanderpur Village Main Road,Sector 26,2025-08-14,17:30,3,50.0,220,Citizen Field Report,user_observation,1
INC_0165,28.4685,77.0678,Leisure Valley Park Perimeter,Sector 29,2025-08-14,18:00,0,0.0,0,Citizen Field Report,user_observation,1
INC_0166,28.472,77.072,Major Arterial Underpass Corridor,Sector 29 / 31,2025-08-14,16:30,4,75.0,300,Citizen Field Report,user_observation,1
INC_0167,28.393,77.064,Sector 67 — AIPL Joy Street / Main Dividing Road,Sector 67,2025-08-14,15:00,3,42.0,180,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
INC_0168,28.382,77.052,Sector 66 — Bestech Side toward Sohna Road,Sector 66,2025-08-14,15:15,3,48.0,200,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
INC_0169,28.361118,77.078915,Maruti Kunj Main Gate,Maruti Kunj / Bhondsi,2025-08-14,14:30,4,65.0,280,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
INC_0170,28.3595,77.0765,Sneh Vihar near Dadi Sati Mandir,Ward 19 / Maruti Kunj,2025-08-14,14:45,3,50.0,210,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
INC_0171,28.3475,77.081,Bhondsi Government School Area,Bhondsi,2025-08-14,15:00,3,52.0,220,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
INC_0172,28.418,77.038,Sohna Road — Airia Mall Corridor,Sohna Road / Sector 47,2025-08-14,16:00,4,55.0,240,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
INC_0173,28.372,77.063,Sector 69/70 Waterlogging Belt,Sector 69 / 70,2025-08-14,16:15,3,46.0,190,Citizen Field Report / MCG Hotspot Document,user_observation_mcg,1
